påse	Kapitel_4	Sidan 39
tomat	Kapitel_4	Sidan 39
näsa	Kapitel_4	Sidan 39
duk	Kapitel_4	Sidan 39
kontant	Kapitel_4	Sidan 39
flera	Kapitel_4	Sidan 39
snabbmatställe	Kapitel_4	Sidan 40
torg	Kapitel_4	Sidan 40
bokstav	Kapitel_4	Sidan 40
paprika	Kapitel_4	Sidan 40
gurka	Kapitel_4	Sidan 40
druva/vindruva	Kapitel_4	Sidan 40
purjolök	Kapitel_4	Sidan 40
päron	Kapitel_4	Sidan 40
pluralform	Kapitel_4	Sidan 41
persika	Kapitel_4	Sidan 41
mataffär	Kapitel_4	Sidan 42
hylla	Kapitel_4	Sidan 42
första	Kapitel_4	Sidan 42
andra	Kapitel_4	Sidan 42
tredje	Kapitel_4	Sidan 42
fjärde	Kapitel_4	Sidan 42
bageri	Kapitel_4	Sidan 42
mejeri	Kapitel_4	Sidan 42
kött	Kapitel_4	Sidan 42
hygien	Kapitel_4	Sidan 42
fisk	Kapitel_4	Sidan 42
skaldjur	Kapitel_4	Sidan 42
chark	Kapitel_4	Sidan 42
dryck	Kapitel_4	Sidan 42
godis	Kapitel_4	Sidan 42
snacks	Kapitel_4	Sidan 42
baka	Kapitel_4	Sidan 42
bakprodukt	Kapitel_4	Sidan 42
falukorv	Kapitel_4	Sidan 42
turkisk	Kapitel_4	Sidan 42
yoghurt	Kapitel_4	Sidan 42
ehh	Kapitel_4	Sidan 42
parmesanost	Kapitel_4	Sidan 42
karta	Kapitel_4	Sidan 42
fil	Kapitel_4	Sidan 42
köttfärs	Kapitel_4	Sidan 42
ostbåge	Kapitel_4	Sidan 42
tvål	Kapitel_4	Sidan 42
smör	Kapitel_4	Sidan 42
mjöl	Kapitel_4	Sidan 42
räka	Kapitel_4	Sidan 42
sill	Kapitel_4	Sidan 42
socker	Kapitel_4	Sidan 42
saltlakrits	Kapitel_4	Sidan 42
fläskkotlett	Kapitel_4	Sidan 42
duschkräm	Kapitel_4	Sidan 42
förpackning	Kapitel_4	Sidan 43
burk	Kapitel_4	Sidan 43
tub	Kapitel_4	Sidan 43
ask	Kapitel_4	Sidan 43
chips	Kapitel_4	Sidan 43
choklad	Kapitel_4	Sidan 43
